0	19990	10	0	0	0	
1	19985.4	12.5503	1.11032	0.936592	0.00236474	
2	19979.6	15.7495	2.4312	2.16832	0.00551192	
3	19972.4	19.7617	4.02081	3.7647	0.00962881	
4	19963.4	24.7921	5.95171	5.81319	0.0149507	
5	19952.1	31.0969	8.31435	8.42364	0.0217731	
6	19938	38.9954	11.2215	11.7338	0.0304659	
7	19920.3	48.8849	14.8139	15.9161	0.0414926	
8	19898.2	61.2584	19.2665	21.1861	0.0554319	
9	19870.6	76.7263	24.7968	27.8127	0.0730062	
10	19836.1	96.041	31.6749	36.1306	0.0951146	
11	19793	120.126	40.2349	46.5556	0.122874	
12	19739.2	150.107	50.8885	59.6022	0.157668	
13	19672.4	187.349	64.1415	75.9051	0.201202	
14	19589.4	233.484	80.6109	96.2433	0.255574	
15	19486.6	290.448	101.045	121.567	0.323343	
16	19359.7	360.493	126.342	153.029	0.407617	
17	19204	445.94	157.547	191.993	0.512085	
18	19013.7	549.708	195.896	240.086	0.641153	
19	18782.4	674.74	242.803	299.209	0.799985	
20	18503.6	823.971	299.851	371.543	0.994526	
21	18170.4	1000.07	368.754	459.534	1.23148	
22	17776.3	1205.06	451.295	565.852	1.5182	
23	17315.7	1439.89	549.223	693.307	1.86253	
24	16785	1703.89	664.115	844.731	2.27244	
25	16182.9	1994.31	797.202	1022.8	2.75567	
26	15511.7	2305.95	949.171	1229.86	3.31915	
27	14777.4	2631.02	1119.98	1467.64	3.96847	
28	13990	2959.43	1308.69	1737.13	4.70731	
29	13163.3	3279.42	1513.4	2038.35	5.53697	
30	12313.5	3578.56	1731.21	2370.26	6.45613	
31	11458.4	3844.97	1958.37	2730.78	7.46072	
32	10615.7	4068.45	2190.47	3116.85	8.54418	
33	9801.47	4241.48	2422.73	3524.62	9.69779	
34	9029.41	4359.71	2650.29	3949.68	10.9113	
35	8309.92	4422.13	2868.52	4387.27	12.1733	
36	7649.99	4430.69	3073.26	4832.59	13.4723	
37	7053.41	4389.82	3261.02	5280.95	14.7967	
38	6521.14	4305.64	3429.08	5728.01	16.1356	
39	6051.97	4185.24	3575.51	6169.8	17.4791	
40	5643.07	4036.05	3699.19	6602.87	18.8181	
41	5290.57	3865.29	3799.69	7024.3	20.1449	
42	4990.04	3679.63	3877.21	7431.67	21.4531	
43	4736.81	3484.96	3932.44	7823.06	22.7371	
44	4526.26	3286.27	3966.48	8197	23.9926	
45	4353.99	3087.66	3980.74	8552.39	25.2161	
46	4215.9	2892.38	3976.79	8888.53	26.4052	
47	4108.25	2702.89	3956.33	9204.97	27.558	
48	4027.68	2520.99	3921.11	9501.54	28.6732	
49	3971.19	2347.92	3872.88	9778.26	29.75	
50	3936.12	2184.43	3813.34	10035.3	30.7883	
51	3920.12	2030.93	3744.1	10273.1	31.788	
52	3921.18	1887.47	3666.69	10491.9	32.7494	
53	3937.36	1754.04	3582.53	10692.4	33.6732	
54	3967.06	1630.36	3492.92	10875.1	34.5601	
55	4008.87	1516.04	3399.05	11040.6	35.4109	
56	4061.51	1410.61	3301.97	11189.7	36.2267	
57	4123.96	1313.47	3202.64	11322.9	37.0084	
58	4195.14	1224.19	3101.89	11441	37.7573	
59	4274.15	1142.22	3000.47	11544.7	38.4744	
60	4360.18	1067.04	2899.02	11634.6	39.161	
61	4452.49	998.137	2798.09	11711.5	39.8181	
62	4550.42	935.032	2698.17	11775.9	40.4471	
63	4653.36	877.261	2599.66	11828.7	41.0489	
64	4760.76	824.389	2502.9	11870.3	41.6249	
65	4872.12	776.014	2408.18	11901.5	42.1761	
66	4986.89	731.844	2315.73	11922.8	42.7037	
67	5104.73	691.44	2225.75	11934.9	43.2087	
68	5225.25	654.486	2138.36	11938.2	43.6921	
69	5348.09	620.691	2053.7	11933.4	44.1551	
70	5472.92	589.789	1971.82	11920.9	44.5985	
71	5599.43	561.54	1892.79	11901.2	45.0234	
72	5727.33	535.722	1816.63	11874.9	45.4306	
73	5856.36	512.137	1743.36	11842.3	45.821	
74	5986.27	490.601	1672.97	11804	46.1955	
75	6116.82	470.951	1605.43	11760.2	46.555	
76	6247.8	453.037	1540.72	11711.5	46.9001	
77	6379.01	436.726	1478.79	11658.2	47.2317	
78	6510.26	421.896	1419.58	11600.7	47.5505	
79	6641.36	408.437	1363.06	11539.3	47.8571	
80	6772.16	396.25	1309.14	11474.3	48.1523	
81	6902.49	385.248	1257.77	11406.1	48.4367	
82	7032.2	375.349	1208.88	11334.9	48.711	
83	7161.16	366.483	1162.39	11261	48.9756	
84	7289.22	358.587	1118.24	11184.7	49.2313	
85	7416.26	351.602	1076.35	11106.3	49.4785	
86	7542.16	345.48	1036.66	11026	49.7177	
